text,mood
"This is a very worried day, truly anxious.",anxious
"Just another day, kind of upset, maybe a little furious.",angry
"This is a very great day, truly awesome.",happy
Feeling kind of mad but also a bit furious.,angry
I feel typical and alright today.,neutral
Feeling kind of excited but also a bit great.,happy
"This is a very panicking day, truly uneasy.",anxious
I feel yay and great today.,happy
"Just another day, kind of annoyed, maybe a little hate.",angry
Feeling kind of normal but also a bit day.,neutral
Feeling kind of alright but also a bit typical.,neutral
"Just another day, kind of smiling, maybe a little wonderful.",happy
"This is a very angry day, truly yelling.",angry
I feel okay and normal today.,neutral
My day has been hate; everything feels mad.,angry
"Just another day, kind of worried, maybe a little tense.",anxious
"Just another day, kind of worried, maybe a little scared.",anxious
I feel doubtful and uneasy today.,anxious
"Just another day, kind of excited, maybe a little joyful.",happy
Feeling kind of tense but also a bit fear.,anxious
My day has been awesome; everything feels yay.,happy
I feel tense and uneasy today.,anxious
My day has been rage; everything feels angry.,angry
"This is a very blue day, truly depressed.",sad
My day has been yelling; everything feels angry.,angry
"Just another day, kind of anxious, maybe a little scared.",anxious
"This is a very tense day, truly anxious.",anxious
Feeling kind of smiling but also a bit amazing.,happy
I feel unhappy and depressed today.,sad
Feeling kind of hate but also a bit furious.,angry
"This is a very fear day, truly doubtful.",anxious
I feel mad and angry today.,angry
"This is a very scared day, truly panicking.",anxious
"Just another day, kind of miserable, maybe a little tired.",sad
"Just another day, kind of doubtful, maybe a little nervous.",anxious
I feel yelling and hate today.,angry
I feel alright and average today.,neutral
Feeling kind of alright but also a bit normal.,neutral
"Just another day, kind of angry, maybe a little mad.",angry
I feel blue and miserable today.,sad
I feel panicking and doubtful today.,anxious
My day has been nervous; everything feels uneasy.,anxious
"This is a very happy day, truly grateful.",happy
My day has been doubtful; everything feels nervous.,anxious
"This is a very tense day, truly scared.",anxious
Feeling kind of crying but also a bit sad.,sad
Feeling kind of angry but also a bit annoyed.,angry
"Just another day, kind of fine, maybe a little day.",neutral
Feeling kind of fear but also a bit scared.,anxious
Feeling kind of routine but also a bit nothing.,neutral
"Just another day, kind of excited, maybe a little great.",happy
My day has been mad; everything feels upset.,angry
"Just another day, kind of hopeless, maybe a little tired.",sad
My day has been hate; everything feels annoyed.,angry
I feel joyful and yay today.,happy
I feel yay and smiling today.,happy
I feel hesitant and doubtful today.,anxious
Feeling kind of doubtful but also a bit anxious.,anxious
"Just another day, kind of tense, maybe a little hesitant.",anxious
"This is a very routine day, truly fine.",neutral
"Just another day, kind of worried, maybe a little scared.",anxious
Feeling kind of fear but also a bit anxious.,anxious
Feeling kind of hopeless but also a bit gloomy.,sad
"This is a very annoyed day, truly hate.",angry
I feel smiling and happy today.,happy
My day has been excited; everything feels awesome.,happy
"This is a very typical day, truly alright.",neutral
My day has been routine; everything feels average.,neutral
I feel tense and fear today.,anxious
"Just another day, kind of routine, maybe a little normal.",neutral
My day has been tired; everything feels miserable.,sad
I feel tired and down today.,sad
My day has been hopeless; everything feels unhappy.,sad
"This is a very panicking day, truly doubtful.",anxious
I feel irritated and furious today.,angry
My day has been smiling; everything feels happy.,happy
I feel sad and hopeless today.,sad
"This is a very routine day, truly okay.",neutral
"This is a very scared day, truly nervous.",anxious
My day has been gloomy; everything feels down.,sad
I feel tired and gloomy today.,sad
I feel furious and mad today.,angry
"Just another day, kind of fine, maybe a little alright.",neutral
"This is a very fine day, truly alright.",neutral
I feel annoyed and mad today.,angry
"This is a very great day, truly awesome.",happy
I feel worried and uneasy today.,anxious
I feel worried and uneasy today.,anxious
Feeling kind of tired but also a bit crying.,sad
Feeling kind of nervous but also a bit hesitant.,anxious
I feel excited and happy today.,happy
My day has been frustrated; everything feels rage.,angry
"This is a very nothing day, truly okay.",neutral
"This is a very usual day, truly fine.",neutral
I feel okay and nothing today.,neutral
"This is a very nothing day, truly normal.",neutral
I feel furious and irritated today.,angry
I feel mad and irritated today.,angry
"Just another day, kind of gloomy, maybe a little crying.",sad
My day has been unhappy; everything feels miserable.,sad
"Just another day, kind of rage, maybe a little yelling.",angry
Feeling kind of routine but also a bit average.,neutral
"Just another day, kind of down, maybe a little gloomy.",sad
"This is a very yay day, truly amazing.",happy
"Just another day, kind of blue, maybe a little tired.",sad
Feeling kind of hesitant but also a bit panicking.,anxious
"Just another day, kind of fine, maybe a little routine.",neutral
Feeling kind of crying but also a bit miserable.,sad
I feel great and excited today.,happy
Feeling kind of usual but also a bit routine.,neutral
"Just another day, kind of nothing, maybe a little typical.",neutral
Feeling kind of joyful but also a bit excited.,happy
"This is a very nervous day, truly scared.",anxious
Feeling kind of grateful but also a bit awesome.,happy
I feel miserable and unhappy today.,sad
"This is a very angry day, truly frustrated.",angry
"This is a very hesitant day, truly scared.",anxious
Feeling kind of fine but also a bit routine.,neutral
"This is a very average day, truly nothing.",neutral
My day has been wonderful; everything feels amazing.,happy
"Just another day, kind of yay, maybe a little smiling.",happy
"This is a very frustrated day, truly irritated.",angry
I feel great and yay today.,happy
I feel hate and furious today.,angry
My day has been nervous; everything feels scared.,anxious
Feeling kind of tense but also a bit anxious.,anxious
"Just another day, kind of yay, maybe a little happy.",happy
I feel mad and hate today.,angry
Feeling kind of nothing but also a bit okay.,neutral
I feel joyful and great today.,happy
Feeling kind of panicking but also a bit hesitant.,anxious
My day has been hate; everything feels furious.,angry
"Just another day, kind of rage, maybe a little angry.",angry
I feel rage and yelling today.,angry
I feel yelling and furious today.,angry
"This is a very sad day, truly crying.",sad
"This is a very awesome day, truly smiling.",happy
Feeling kind of unhappy but also a bit down.,sad
Feeling kind of okay but also a bit alright.,neutral
Feeling kind of joyful but also a bit happy.,happy
My day has been amazing; everything feels awesome.,happy
"This is a very panicking day, truly nervous.",anxious
"This is a very day day, truly fine.",neutral
"Just another day, kind of mad, maybe a little hate.",angry
"This is a very wonderful day, truly yay.",happy
Feeling kind of day but also a bit alright.,neutral
I feel rage and irritated today.,angry
Feeling kind of annoyed but also a bit furious.,angry
I feel average and alright today.,neutral
"This is a very great day, truly happy.",happy
"Just another day, kind of grateful, maybe a little great.",happy
Feeling kind of blue but also a bit unhappy.,sad
My day has been crying; everything feels hopeless.,sad
"This is a very annoyed day, truly rage.",angry
"This is a very fine day, truly normal.",neutral
My day has been hate; everything feels rage.,angry
"This is a very average day, truly routine.",neutral
"This is a very amazing day, truly smiling.",happy
"This is a very yelling day, truly furious.",angry
"This is a very worried day, truly hesitant.",anxious
Feeling kind of great but also a bit excited.,happy
"Just another day, kind of great, maybe a little wonderful.",happy
My day has been annoyed; everything feels furious.,angry
"This is a very awesome day, truly smiling.",happy
"Just another day, kind of tired, maybe a little hopeless.",sad
"Just another day, kind of typical, maybe a little okay.",neutral
I feel frustrated and furious today.,angry
Feeling kind of fear but also a bit tense.,anxious
My day has been tired; everything feels depressed.,sad
My day has been upset; everything feels rage.,angry
"This is a very worried day, truly anxious.",anxious
I feel grateful and joyful today.,happy
"This is a very yay day, truly amazing.",happy
Feeling kind of wonderful but also a bit joyful.,happy
"Just another day, kind of crying, maybe a little tired.",sad
Feeling kind of worried but also a bit tense.,anxious
"This is a very tense day, truly nervous.",anxious
I feel annoyed and yelling today.,angry
My day has been excited; everything feels wonderful.,happy
"This is a very panicking day, truly tense.",anxious
"This is a very furious day, truly mad.",angry
I feel rage and mad today.,angry
I feel fear and scared today.,anxious
"This is a very gloomy day, truly unhappy.",sad
"Just another day, kind of yay, maybe a little awesome.",happy
"This is a very okay day, truly day.",neutral
I feel worried and anxious today.,anxious
My day has been usual; everything feels average.,neutral
I feel normal and alright today.,neutral
"Just another day, kind of amazing, maybe a little awesome.",happy
Feeling kind of scared but also a bit doubtful.,anxious
"Just another day, kind of panicking, maybe a little scared.",anxious
Feeling kind of awesome but also a bit amazing.,happy
I feel alright and day today.,neutral
"This is a very upset day, truly angry.",angry
Feeling kind of tense but also a bit nervous.,anxious
My day has been anxious; everything feels tense.,anxious
I feel scared and tense today.,anxious
Feeling kind of tired but also a bit unhappy.,sad
"This is a very day day, truly nothing.",neutral
"Just another day, kind of frustrated, maybe a little yelling.",angry
Feeling kind of routine but also a bit usual.,neutral
Feeling kind of sad but also a bit hopeless.,sad
"Just another day, kind of fine, maybe a little routine.",neutral
I feel typical and usual today.,neutral
"Just another day, kind of great, maybe a little excited.",happy
My day has been hopeless; everything feels gloomy.,sad
"Just another day, kind of normal, maybe a little usual.",neutral
I feel furious and annoyed today.,angry
Feeling kind of anxious but also a bit tense.,anxious
"Just another day, kind of fine, maybe a little okay.",neutral
Feeling kind of angry but also a bit hate.,angry
"This is a very happy day, truly amazing.",happy
My day has been annoyed; everything feels upset.,angry
"This is a very unhappy day, truly gloomy.",sad
Feeling kind of tired but also a bit unhappy.,sad
Feeling kind of sad but also a bit blue.,sad
"Just another day, kind of tired, maybe a little crying.",sad
My day has been amazing; everything feels yay.,happy
Feeling kind of mad but also a bit hate.,angry
Feeling kind of normal but also a bit average.,neutral
"This is a very tired day, truly hopeless.",sad
Feeling kind of annoyed but also a bit furious.,angry
"This is a very day day, truly nothing.",neutral
"This is a very fear day, truly worried.",anxious
My day has been day; everything feels typical.,neutral
"Just another day, kind of rage, maybe a little frustrated.",angry
"Just another day, kind of fear, maybe a little hesitant.",anxious
"Just another day, kind of wonderful, maybe a little happy.",happy
"This is a very excited day, truly amazing.",happy
"This is a very nothing day, truly typical.",neutral
I feel nothing and usual today.,neutral
I feel nervous and fear today.,anxious
I feel doubtful and uneasy today.,anxious
I feel happy and amazing today.,happy
Feeling kind of yelling but also a bit furious.,angry
I feel day and typical today.,neutral
I feel yay and wonderful today.,happy
My day has been hopeless; everything feels depressed.,sad
"This is a very nervous day, truly tense.",anxious
"Just another day, kind of annoyed, maybe a little angry.",angry
I feel average and fine today.,neutral
My day has been excited; everything feels joyful.,happy
I feel grateful and yay today.,happy
"Just another day, kind of anxious, maybe a little doubtful.",anxious
Feeling kind of anxious but also a bit worried.,anxious
"This is a very uneasy day, truly nervous.",anxious
My day has been usual; everything feels day.,neutral
I feel smiling and excited today.,happy
"This is a very depressed day, truly down.",sad
"Just another day, kind of nothing, maybe a little average.",neutral
I feel panicking and hesitant today.,anxious
Feeling kind of day but also a bit typical.,neutral
"Just another day, kind of fear, maybe a little worried.",anxious
I feel fear and nervous today.,anxious
My day has been rage; everything feels furious.,angry
I feel anxious and panicking today.,anxious
Feeling kind of day but also a bit okay.,neutral
Feeling kind of blue but also a bit crying.,sad
My day has been excited; everything feels awesome.,happy
My day has been average; everything feels typical.,neutral
"This is a very doubtful day, truly worried.",anxious
"Just another day, kind of miserable, maybe a little crying.",sad
"Just another day, kind of gloomy, maybe a little crying.",sad
"Just another day, kind of great, maybe a little smiling.",happy
My day has been normal; everything feels nothing.,neutral
My day has been mad; everything feels frustrated.,angry
I feel typical and routine today.,neutral
"This is a very happy day, truly excited.",happy
"Just another day, kind of joyful, maybe a little great.",happy
